topic,question,difficulty,explanation,choice_a,choice_b,choice_c,choice_d,choice_e,answer
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""QF6-JGT-92""?",medium,"Only ""QF6-JGT-92"" matches the master record character for character; the others differ by at least one character.",QF6-JGT-92,QF6-AG0-92,QF6-JDT-9Q,QF0-JG6-92,,A
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""0VU-WU8-13""?",medium,"Only ""0VU-WU8-13"" matches the master record character for character; the others differ by at least one character.",A3U-WU8-13,0VU-WUL-13,0VU-WU8-1K,0VU-WU8-13,,D
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""NCH-NRT-71""?",medium,"Only ""NCH-NRT-71"" matches the master record character for character; the others differ by at least one character.",3CH-NRT-7C,NCH-NRT-71,NCH-NRT-7W,NCH-TRT-71,,B
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""H3B-QKV-62""?",medium,"Only ""H3B-QKV-62"" matches the master record character for character; the others differ by at least one character.",H3B-8KV-62,H3B-QKV-62,H3B-YKM-62,HCB-QKM-62,,B
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""1VP-0YB-55""?",medium,"Only ""1VP-0YB-55"" matches the master record character for character; the others differ by at least one character.",1WP-0YB-55,1VP-0YB-55,BVP-0YB-55,9VP-0BB-55,,B
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""UT9-CK1-97""?",medium,"Only ""UT9-CK1-97"" matches the master record character for character; the others differ by at least one character.",UT9-CK1-97,VT4-CK1-97,UT9-CP1-97,UD9-CK1-97,,A
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""5T1-GZG-78""?",medium,"Only ""5T1-GZG-78"" matches the master record character for character; the others differ by at least one character.",5T1-GZG-78,5T1-GZG-L8,5T9-GZT-78,5T1-GZG-A8,,A
Clerical Ability,"Which of the following codes is EXACTLY the same as this master record: ""JS4-B24-21""?",medium,"Only ""JS4-B24-21"" matches the master record character for character; the others differ by at least one character.",JS4-B24-2V,JS4-B20-D1,JS4-M24-61,JS4-B24-21,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Bookshelf, Telephone, Filing Cabinet, Drawer?",easy,Telephone does not belong because the first three are storage furniture; a telephone is a communication device.,Filing Cabinet,Drawer,Telephone,Bookshelf,,C
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Envelope, Credit, Debit, Balance?",easy,Envelope does not belong because the first three are accounting terms; an envelope is a physical item.,Debit,Balance,Envelope,Credit,,C
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Friday, December, Wednesday, Monday?",easy,December does not belong because the first three are weekdays; December is a month.,Monday,Wednesday,December,Friday,,C
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Envelope, Credit, Balance, Debit?",easy,Envelope does not belong because the first three are accounting terms; an envelope is a physical item.,Credit,Envelope,Balance,Debit,,B
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Chairman, Treasurer, Applicant, Secretary?",easy,Applicant does not belong because the first three are officer positions in an organization; an applicant is not an officer.,Applicant,Treasurer,Chairman,Secretary,,A
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Stapler, Diploma, Form 137, Form 138?",easy,Stapler does not belong because the first three are school records/documents; a stapler is a tool.,Stapler,Form 137,Diploma,Form 138,,A
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: December, Friday, Monday, Wednesday?",easy,December does not belong because the first three are weekdays; December is a month.,Friday,Monday,Wednesday,December,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Form 137, Form 138, Diploma, Stapler?",easy,Stapler does not belong because the first three are school records/documents; a stapler is a tool.,Form 138,Form 137,Diploma,Stapler,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Signature, Inbox, Outbox, Draft?",easy,Signature does not belong because the first three are email folders; a signature is not a folder.,Draft,Outbox,Signature,Inbox,,C
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Stapler, Invoice, Memo, Receipt?",easy,Stapler does not belong because the first three are paper documents; a stapler is an office tool.,Memo,Stapler,Receipt,Invoice,,B
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Secretary, Treasurer, Chairman, Applicant?",easy,Applicant does not belong because the first three are officer positions in an organization; an applicant is not an officer.,Treasurer,Applicant,Secretary,Chairman,,B
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Chairman, Applicant, Secretary, Treasurer?",easy,Applicant does not belong because the first three are officer positions in an organization; an applicant is not an officer.,Chairman,Secretary,Treasurer,Applicant,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Applicant, Chairman, Secretary, Treasurer?",easy,Applicant does not belong because the first three are officer positions in an organization; an applicant is not an officer.,Secretary,Treasurer,Chairman,Applicant,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Receiver, Sender, Package, Courier?",easy,Package does not belong because the first three refer to people involved in delivery; a package is the item being delivered.,Sender,Courier,Receiver,Package,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Bookshelf, Drawer, Filing Cabinet, Telephone?",easy,Telephone does not belong because the first three are storage furniture; a telephone is a communication device.,Bookshelf,Telephone,Drawer,Filing Cabinet,,B
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Draft, Signature, Outbox, Inbox?",easy,Signature does not belong because the first three are email folders; a signature is not a folder.,Signature,Draft,Inbox,Outbox,,A
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Chairman, Treasurer, Secretary, Applicant?",easy,Applicant does not belong because the first three are officer positions in an organization; an applicant is not an officer.,Chairman,Applicant,Treasurer,Secretary,,B
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Balance, Debit, Envelope, Credit?",easy,Envelope does not belong because the first three are accounting terms; an envelope is a physical item.,Credit,Balance,Debit,Envelope,,D
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Outbox, Signature, Inbox, Draft?",easy,Signature does not belong because the first three are email folders; a signature is not a folder.,Signature,Inbox,Outbox,Draft,,A
Clerical Ability,"Which of the following does NOT belong in the same file or category as the others: Inbox, Draft, Outbox, Signature?",easy,Signature does not belong because the first three are email folders; a signature is not a folder.,Draft,Inbox,Signature,Outbox,,C
Clerical Ability,"How many times does the letter 'F' appear in the following text: ""REGISTRATION FORM FOR COMMUNITY TRAINING""?",easy,Counting each occurrence of 'F' in the text gives 2.,2,4,1,3,,A
Clerical Ability,"How many times does the letter 'N' appear in the following text: ""BARANGAY HEALTH CARD APPLICATION FORM""?",easy,Counting each occurrence of 'N' in the text gives 2.,4,5,2,3,,C
Clerical Ability,"How many times does the letter 'I' appear in the following text: ""MINUTES OF THE BUDGET COMMITTEE MEETING""?",easy,Counting each occurrence of 'I' in the text gives 3.,4,5,3,2,,C
Clerical Ability,"How many times does the letter 'W' appear in the following text: ""REQUEST FOR BUSINESS PERMIT RENEWAL""?",easy,Counting each occurrence of 'W' in the text gives 1.,2,4,3,1,,D
Clerical Ability,"How many times does the letter 'C' appear in the following text: ""SCHEDULE OF DELIVERIES FOR RELIEF GOODS""?",easy,Counting each occurrence of 'C' in the text gives 1.,1,4,3,2,,A
Clerical Ability,"How many times does the letter 'R' appear in the following text: ""SCHEDULE OF DELIVERIES FOR RELIEF GOODS""?",easy,Counting each occurrence of 'R' in the text gives 3.,5,6,4,3,,D
Clerical Ability,"How many times does the letter 'V' appear in the following text: ""INVENTORY REPORT OF OFFICE SUPPLIES""?",easy,Counting each occurrence of 'V' in the text gives 1.,1,3,2,4,,A
Clerical Ability,"How many times does the letter 'O' appear in the following text: ""MINUTES OF THE BUDGET COMMITTEE MEETING""?",easy,Counting each occurrence of 'O' in the text gives 2.,3,4,1,2,,D
Clerical Ability,"How many times does the letter 'Y' appear in the following text: ""MEMORANDUM ON OFFICE ATTENDANCE POLICY""?",easy,Counting each occurrence of 'Y' in the text gives 1.,2,4,3,1,,D
Clerical Ability,"How many times does the letter 'U' appear in the following text: ""NOTICE OF PUBLIC HEARING AND ORDINANCE""?",easy,Counting each occurrence of 'U' in the text gives 1.,4,1,2,3,,B
Clerical Ability,"How many times does the letter 'P' appear in the following text: ""MEMORANDUM ON OFFICE ATTENDANCE POLICY""?",easy,Counting each occurrence of 'P' in the text gives 1.,4,3,2,1,,D
Clerical Ability,"How many times does the letter 'U' appear in the following text: ""MEMORANDUM ON OFFICE ATTENDANCE POLICY""?",easy,Counting each occurrence of 'U' in the text gives 1.,2,4,1,3,,C
Clerical Ability,"How many times does the letter 'P' appear in the following text: ""NOTICE OF PUBLIC HEARING AND ORDINANCE""?",easy,Counting each occurrence of 'P' in the text gives 1.,1,3,4,2,,A
Clerical Ability,"How many times does the letter 'P' appear in the following text: ""BARANGAY HEALTH CARD APPLICATION FORM""?",easy,Counting each occurrence of 'P' in the text gives 2.,2,3,4,1,,A
Clerical Ability,"How many times does the letter 'M' appear in the following text: ""REQUEST FOR BUSINESS PERMIT RENEWAL""?",easy,Counting each occurrence of 'M' in the text gives 1.,1,3,2,4,,A
Clerical Ability,"How many times does the letter 'H' appear in the following text: ""SCHEDULE OF DELIVERIES FOR RELIEF GOODS""?",easy,Counting each occurrence of 'H' in the text gives 1.,2,4,1,3,,C
Clerical Ability,"How many times does the letter 'P' appear in the following text: ""REQUEST FOR BUSINESS PERMIT RENEWAL""?",easy,Counting each occurrence of 'P' in the text gives 1.,4,1,2,3,,B
Clerical Ability,"How many times does the letter 'O' appear in the following text: ""SCHEDULE OF DELIVERIES FOR RELIEF GOODS""?",easy,Counting each occurrence of 'O' in the text gives 4.,5,4,2,7,,B
Clerical Ability,"How many times does the letter 'O' appear in the following text: ""MEMORANDUM ON OFFICE ATTENDANCE POLICY""?",easy,Counting each occurrence of 'O' in the text gives 4.,4,2,3,6,,A
Clerical Ability,"How many times does the letter 'U' appear in the following text: ""OFFICE OF THE MUNICIPAL TREASURER RECEIPT""?",easy,Counting each occurrence of 'U' in the text gives 2.,4,1,2,3,,C
Clerical Ability,"How many times does the letter 'C' appear in the following text: ""OFFICE OF THE MUNICIPAL TREASURER RECEIPT""?",easy,Counting each occurrence of 'C' in the text gives 3.,6,2,4,3,,D
Clerical Ability,"How many times does the letter 'N' appear in the following text: ""REQUEST FOR BUSINESS PERMIT RENEWAL""?",easy,Counting each occurrence of 'N' in the text gives 2.,5,1,4,2,,D
Clerical Ability,"How many times does the letter 'V' appear in the following text: ""SCHEDULE OF DELIVERIES FOR RELIEF GOODS""?",easy,Counting each occurrence of 'V' in the text gives 1.,3,1,2,4,,B
Clerical Ability,"How many times does the letter 'H' appear in the following text: ""NOTICE OF PUBLIC HEARING AND ORDINANCE""?",easy,Counting each occurrence of 'H' in the text gives 1.,2,4,1,3,,C
Clerical Ability,"How many times does the letter 'M' appear in the following text: ""BARANGAY HEALTH CARD APPLICATION FORM""?",easy,Counting each occurrence of 'M' in the text gives 1.,3,4,2,1,,D
Clerical Ability,"How many times does the letter 'S' appear in the following text: ""SCHEDULE OF DELIVERIES FOR RELIEF GOODS""?",easy,Counting each occurrence of 'S' in the text gives 3.,6,5,4,3,,D
Clerical Ability,"How many times does the letter 'L' appear in the following text: ""MEMORANDUM ON OFFICE ATTENDANCE POLICY""?",easy,Counting each occurrence of 'L' in the text gives 1.,1,3,4,2,,A
Clerical Ability,"How many times does the letter 'M' appear in the following text: ""REGISTRATION FORM FOR COMMUNITY TRAINING""?",easy,Counting each occurrence of 'M' in the text gives 3.,5,2,3,6,,C
Clerical Ability,"How many times does the letter 'Y' appear in the following text: ""REGISTRATION FORM FOR COMMUNITY TRAINING""?",easy,Counting each occurrence of 'Y' in the text gives 1.,4,3,2,1,,D
Clerical Ability,"How many times does the letter 'M' appear in the following text: ""MEMORANDUM ON OFFICE ATTENDANCE POLICY""?",easy,Counting each occurrence of 'M' in the text gives 3.,3,2,5,1,,A
Clerical Ability,"Arrange the following dates in chronological order: August 9, 2021, July 11, 2021, July 6, 2019, December 9, 2022. Which date is the second earliest?",easy,"Sorted from earliest to latest: July 6, 2019, July 11, 2021, August 9, 2021, December 9, 2022. The second earliest date is July 11, 2021.","December 9, 2022","July 6, 2019","August 9, 2021","July 11, 2021",,D
Clerical Ability,"Arrange the following dates in chronological order: March 11, 2021, February 25, 2024, July 8, 2019, August 9, 2024. Which date is the most recent?",easy,"Sorted from earliest to latest: July 8, 2019, March 11, 2021, February 25, 2024, August 9, 2024. The most recent date is August 9, 2024.","July 8, 2019","August 9, 2024","March 11, 2021","February 25, 2024",,B
Clerical Ability,"Arrange the following dates in chronological order: November 14, 2020, September 13, 2020, January 6, 2023, June 8, 2024. Which date is the most recent?",easy,"Sorted from earliest to latest: September 13, 2020, November 14, 2020, January 6, 2023, June 8, 2024. The most recent date is June 8, 2024.","January 6, 2023","June 8, 2024","November 14, 2020","September 13, 2020",,B
